,Activity,SoraRank,elapsedTime,Current,Drink,Eat,Exercise,Grooming,Pee,Poop,Sleep,Teeth Clean,TimeDiff_Pee,TimeDiff_Exercise,TimeDiff_Poop,TimeDiff_Sleep,TimeDiff_Drink,TimeDiff_Eat,TimeDiff_Grooming,TimeDiff_Teeth Clean,hour,DOW_Friday,DOW_Monday,DOW_Saturday,DOW_Sunday,DOW_Thursday,DOW_Tuesday,DOW_Wednesday
896,Drink,3.5714285714285716,0.11194444444444444,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.9522222222222223,5.123888888888889,22.12388888888889,4.6338888888888885,0.11194444444444444,6.348611111111111,49.60111111111111,0.0,15.366666666666667,0,0,0,0,0,0,1
897,Sleep,3.4285714285714284,0.1425,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0947222222222224,5.266388888888889,22.26638888888889,1.995,0.2544444444444444,6.4911111111111115,49.743611111111115,0.0,15.5,0,0,0,0,0,0,1
898,Exercise,3.4285714285714284,0.10916666666666666,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.203888888888889,3.6255555555555556,22.375555555555554,2.1041666666666665,0.3636111111111111,6.6002777777777775,49.852777777777774,0.0,15.616666666666667,0,0,0,0,0,0,1
899,Drink,3.375,0.14666666666666667,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.3505555555555557,3.772222222222222,22.522222222222222,2.2508333333333335,0.3983333333333333,6.746944444444445,49.99944444444444,0.0,15.766666666666667,0,0,0,0,0,0,1
900,Pee,3.25,1.073888888888889,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.856111111111111,4.846111111111111,23.59611111111111,3.3247222222222224,1.4722222222222223,7.820833333333334,51.07333333333333,0.0,16.833333333333332,0,0,0,0,0,0,1
901,Poop,3.3333333333333335,0.03805555555555556,0.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.8941666666666668,4.884166666666666,13.584166666666667,3.3627777777777776,1.5102777777777778,7.858888888888889,51.11138888888889,0.0,16.883333333333333,0,0,0,0,0,0,1
902,Drink,4.5,2.456111111111111,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.3502777777777775,7.340277777777778,16.040277777777778,5.818888888888889,3.5680555555555555,10.315,53.5675,0.0,19.333333333333332,0,0,0,0,0,0,1
904,Sleep,4.25,0.0022222222222222222,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.594444444444444,7.584444444444444,16.284444444444443,4.0680555555555555,3.812222222222222,10.559166666666666,27.75611111111111,0.0,19.583333333333332,0,0,0,0,0,0,1
905,Exercise,4.0,1.2930555555555556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.8875,5.251944444444445,17.5775,5.361111111111111,5.105277777777777,11.852222222222222,29.049166666666668,0.0,20.866666666666667,0,0,0,0,0,0,1
906,Pee,4.0,0.01972222222222222,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.051111111111111,5.2716666666666665,17.59722222222222,5.380833333333333,5.125,11.871944444444445,29.06888888888889,0.0,20.883333333333333,0,0,0,0,0,0,1
907,Drink,4.2,0.26861111111111113,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.3197222222222225,5.540277777777778,17.865833333333335,5.649444444444445,1.8255555555555556,12.140555555555556,29.3375,0.0,21.15,0,0,0,0,0,0,1
909,Exercise,4.142857142857143,0.23805555555555555,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,4.645833333333333,0.6144444444444445,18.191944444444445,5.975555555555555,2.151666666666667,12.466666666666667,1.9097222222222223,0.0,21.483333333333334,0,0,0,0,0,0,1
910,Drink,4.0,0.17472222222222222,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.820555555555556,0.7891666666666667,18.366666666666667,6.150277777777778,0.5008333333333334,12.641388888888889,2.0844444444444443,0.0,21.666666666666668,0,0,0,0,0,0,1
911,Drink,4.0,0.4775,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,5.298055555555556,1.2666666666666666,18.844166666666666,6.627777777777778,0.4775,13.11888888888889,2.5619444444444444,0.0,22.133333333333333,0,0,0,0,0,0,1
912,Pee,3.0,10.155833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.402777777777779,11.4225,29.0,16.78361111111111,10.633333333333333,23.274722222222223,12.717777777777778,0.0,8.3,0,0,0,0,1,0,0
913,Poop,4.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.452777777777778,11.4725,15.465833333333334,16.83361111111111,10.683333333333334,23.32472222222222,12.767777777777777,0.0,8.35,0,0,0,0,1,0,0
914,Eat,3.5,0.7480555555555556,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.200833333333334,12.220555555555556,16.21388888888889,17.581666666666667,11.43138888888889,20.535555555555554,13.515833333333333,0.0,9.083333333333334,0,0,0,0,1,0,0
915,Sleep,3.3333333333333335,1.0533333333333332,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13.254166666666666,13.273888888888889,17.267222222222223,14.566944444444445,12.484722222222222,21.58888888888889,14.569166666666666,0.0,10.15,0,0,0,0,1,0,0
916,Drink,3.5,0.8425,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,14.096666666666666,14.116388888888888,18.10972222222222,15.409444444444444,12.849722222222223,22.43138888888889,15.411666666666667,0.0,10.983333333333333,0,0,0,0,1,0,0
917,Drink,3.6666666666666665,0.7658333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.8625,14.882222222222222,18.875555555555554,16.17527777777778,0.7658333333333334,23.197222222222223,16.1775,0.0,11.75,0,0,0,0,1,0,0
918,Drink,3.75,0.001388888888888889,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.863888888888889,14.883611111111112,18.876944444444444,16.176666666666666,0.001388888888888889,23.198611111111113,16.17888888888889,0.0,11.75,0,0,0,0,1,0,0
919,Exercise,4.0,0.5463888888888889,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.410277777777777,14.815555555555555,19.423333333333332,16.723055555555554,0.5477777777777778,23.745,16.725277777777777,0.0,12.3,0,0,0,0,1,0,0
920,Sleep,4.0,0.37666666666666665,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.786944444444444,15.192222222222222,19.8,2.5327777777777776,0.9244444444444444,24.121666666666666,17.101944444444445,0.0,12.683333333333334,0,0,0,0,1,0,0
921,Pee,4.0,2.8119444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.196111111111111,18.004166666666666,22.611944444444443,5.344722222222222,3.736388888888889,26.933611111111112,19.913888888888888,0.0,15.483333333333333,0,0,0,0,1,0,0
922,Drink,4.0,0.006111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.202222222222222,18.010277777777777,22.618055555555557,5.350833333333333,3.741111111111111,26.939722222222223,19.92,0.0,15.5,0,0,0,0,1,0,0
923,Drink,3.5,1.1336111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.335833333333333,19.14388888888889,23.751666666666665,6.484444444444445,1.1336111111111111,28.073333333333334,21.05361111111111,0.0,16.633333333333333,0,0,0,0,1,0,0
924,Eat,3.3333333333333335,0.0025,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.338333333333333,19.14638888888889,23.754166666666666,6.486944444444444,1.136111111111111,7.540277777777778,21.05611111111111,0.0,16.633333333333333,0,0,0,0,1,0,0
925,Drink,3.25,0.7444444444444445,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.082777777777778,19.890833333333333,24.49861111111111,7.231388888888889,0.7469444444444444,8.284722222222221,21.800555555555555,0.0,17.366666666666667,0,0,0,0,1,0,0
926,Poop,3.2,0.05305555555555556,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.135833333333334,19.94388888888889,9.085833333333333,7.2844444444444445,0.8,8.337777777777777,21.85361111111111,0.0,17.433333333333334,0,0,0,0,1,0,0
927,Sleep,3.0,0.5533333333333333,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.689166666666667,20.497222222222224,9.639166666666666,5.305,1.3533333333333333,8.891111111111112,22.406944444444445,0.0,17.983333333333334,0,0,0,0,1,0,0
928,Pee,3.0,1.2652777777777777,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.7583333333333333,21.7625,10.904444444444444,6.570277777777778,2.618611111111111,10.15638888888889,23.67222222222222,0.0,19.25,0,0,0,0,1,0,0
929,Drink,3.25,0.48388888888888887,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.242222222222222,22.246388888888887,11.388333333333334,7.054166666666666,2.3555555555555556,10.640277777777778,24.156111111111112,0.0,19.733333333333334,0,0,0,0,1,0,0
930,Drink,3.4,0.1272222222222222,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.3694444444444445,22.37361111111111,11.515555555555556,7.181388888888889,0.1272222222222222,10.7675,24.283333333333335,0.0,19.85,0,0,0,0,1,0,0
932,Drink,3.8,0.7055555555555556,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.090277777777778,23.094444444444445,12.23638888888889,7.902222222222222,0.7208333333333333,11.488333333333333,23.3325,0.0,20.583333333333332,0,0,0,0,1,0,0
933,Pee,3.8333333333333335,0.0025,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.3344444444444445,23.096944444444443,12.238888888888889,7.904722222222222,0.7233333333333334,11.490833333333333,23.335,0.0,20.583333333333332,0,0,0,0,1,0,0
934,Exercise,4.0,0.3844444444444444,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.718888888888889,8.665833333333333,12.623333333333333,8.289166666666667,1.1077777777777778,11.875277777777777,23.719444444444445,0.0,20.966666666666665,0,0,0,0,1,0,0
935,Exercise,4.0,0.27666666666666667,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.9955555555555555,0.27666666666666667,12.9,8.565833333333334,1.3844444444444444,12.151944444444444,23.996111111111112,0.0,21.25,0,0,0,0,1,0,0
936,Exercise,4.0,0.08333333333333333,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.078888888888889,0.08333333333333333,12.983333333333333,8.649166666666666,1.4677777777777778,12.235277777777778,24.079444444444444,0.0,21.333333333333332,0,0,0,0,1,0,0
937,Pee,4.0,0.1275,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.8719444444444444,0.21083333333333334,13.110833333333334,8.776666666666667,1.5952777777777778,12.362777777777778,24.206944444444446,0.0,21.45,0,0,0,0,1,0,0
938,Drink,4.0,0.10972222222222222,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.9816666666666667,0.32055555555555554,13.220555555555556,8.886388888888888,0.9841666666666666,12.4725,24.316666666666666,0.0,21.566666666666666,0,0,0,0,1,0,0
939,Poop,4.0,0.014444444444444444,0.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.9961111111111111,0.335,4.149166666666667,8.900833333333333,0.9986111111111111,12.486944444444445,24.33111111111111,0.0,21.583333333333332,0,0,0,0,1,0,0
940,Poop,3.9166666666666665,0.13805555555555554,0.0,4.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,1.1341666666666668,0.47305555555555556,0.13805555555555554,9.03888888888889,1.1366666666666667,12.625,24.469166666666666,0.0,21.716666666666665,0,0,0,0,1,0,0
941,Sleep,3.75,0.5833333333333334,0.0,4.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.7175,1.0563888888888888,0.7213888888888889,4.317222222222222,1.72,13.208333333333334,25.0525,0.0,22.3,0,0,0,0,1,0,0
942,Exercise,3.0,6.076944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.794444444444444,7.05,6.798333333333333,10.394166666666667,7.796944444444445,19.28527777777778,31.129444444444445,0.0,4.383333333333334,1,0,0,0,0,0,0
943,Pee,3.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6725,10.8,10.548333333333334,14.144166666666667,11.546944444444444,23.03527777777778,34.879444444444445,0.0,8.133333333333333,1,0,0,0,0,0,0
944,Eat,4.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.7725,10.9,10.648333333333333,14.244166666666667,11.646944444444445,15.595,34.97944444444445,0.0,8.233333333333333,1,0,0,0,0,0,0
945,Drink,4.0,0.9897222222222222,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.762222222222222,11.889722222222222,11.638055555555555,15.233888888888888,11.6525,16.584722222222222,35.969166666666666,0.0,9.216666666666667,1,0,0,0,0,0,0
946,Pee,3.6666666666666665,0.07694444444444444,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1666666666666667,11.966666666666667,11.715,15.310833333333333,11.729444444444445,16.661666666666665,36.04611111111111,0.0,9.3,1,0,0,0,0,0,0
947,Drink,3.0,1.0333333333333334,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.2,13.0,12.748333333333333,16.344166666666666,1.1102777777777777,17.695,37.07944444444445,0.0,10.333333333333334,1,0,0,0,0,0,0
948,Drink,3.0,0.3186111111111111,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.518611111111111,13.31861111111111,13.066944444444445,16.662777777777777,0.3186111111111111,18.01361111111111,37.39805555555556,0.0,10.65,1,0,0,0,0,0,0
949,Drink,2.8333333333333335,0.2677777777777778,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.786388888888889,13.586388888888889,13.334722222222222,16.930555555555557,0.2677777777777778,18.281388888888888,37.66583333333333,0.0,10.916666666666666,1,0,0,0,0,0,0
950,Pee,2.857142857142857,0.001388888888888889,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.6211111111111112,13.587777777777777,13.33611111111111,16.931944444444444,0.26916666666666667,18.282777777777778,37.66722222222222,0.0,10.916666666666666,1,0,0,0,0,0,0
951,Exercise,2.5,0.3788888888888889,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6.916666666666667,13.715,17.310833333333335,0.6480555555555556,18.661666666666665,38.04611111111111,0.0,11.3,1,0,0,0,0,0,0
952,Pee,2.5714285714285716,0.08333333333333333,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.4622222222222222,7.0,13.798333333333334,17.394166666666667,0.4636111111111111,18.745,38.129444444444445,0.0,11.383333333333333,1,0,0,0,0,0,0
953,Drink,2.375,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.4622222222222222,7.0,13.798333333333334,17.394166666666667,0.4636111111111111,18.745,38.129444444444445,0.0,11.383333333333333,1,0,0,0,0,0,0
954,Sleep,2.4444444444444446,0.4508333333333333,0.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.9130555555555555,7.450833333333334,14.249166666666667,13.527777777777779,0.9144444444444444,19.195833333333333,38.58027777777778,0.0,11.833333333333334,1,0,0,0,0,0,0
955,Drink,2.75,1.0033333333333334,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.916388888888889,8.454166666666667,15.2525,14.53111111111111,1.4541666666666666,20.199166666666667,39.58361111111111,0.0,12.833333333333334,1,0,0,0,0,0,0
956,Eat,2.7777777777777777,0.0575,0.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.9738888888888888,8.511666666666667,15.31,14.588611111111112,1.5116666666666667,4.661666666666667,39.64111111111111,0.0,12.883333333333333,1,0,0,0,0,0,0
957,Exercise,2.8,0.11194444444444444,0.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0858333333333334,1.7069444444444444,15.421944444444444,14.700555555555555,1.6236111111111111,4.773611111111111,39.753055555555555,0.0,13.0,1,0,0,0,0,0,0
958,Sleep,2.8,0.6155555555555555,0.0,4.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.701388888888889,2.3225,16.0375,1.7883333333333333,2.2391666666666667,5.389166666666667,40.368611111111115,0.0,13.616666666666667,1,0,0,0,0,0,0
959,Drink,3.25,1.6275,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.328888888888889,3.95,17.665,3.4158333333333335,2.4125,7.016666666666667,41.99611111111111,0.0,15.25,1,0,0,0,0,0,0
960,Exercise,3.4,0.32222222222222224,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.651111111111111,2.5652777777777778,17.987222222222222,3.7380555555555555,2.734722222222222,7.338888888888889,42.318333333333335,0.0,15.566666666666666,1,0,0,0,0,0,0
961,Pee,3.3333333333333335,0.07694444444444444,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.265833333333333,2.6422222222222222,18.064166666666665,3.815,2.8116666666666665,7.4158333333333335,42.39527777777778,0.0,15.633333333333333,1,0,0,0,0,0,0
962,Pee,3.4285714285714284,0.12527777777777777,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.12527777777777777,2.7675,18.189444444444444,3.9402777777777778,2.9369444444444444,7.541111111111111,42.52055555555555,0.0,15.766666666666667,1,0,0,0,0,0,0
963,Drink,3.375,0.006111111111111111,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.1313888888888889,2.7736111111111112,18.195555555555554,3.946388888888889,0.5305555555555556,7.5472222222222225,42.526666666666664,0.0,15.766666666666667,1,0,0,0,0,0,0
964,Poop,3.3333333333333335,0.03277777777777778,0.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.16416666666666666,2.806388888888889,18.09027777777778,3.9791666666666665,0.5633333333333334,7.58,42.559444444444445,0.0,15.8,1,0,0,0,0,0,0
965,Exercise,3.5714285714285716,0.43666666666666665,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.6008333333333333,0.6777777777777778,18.526944444444446,4.4158333333333335,1.0,8.016666666666667,42.99611111111111,0.0,16.25,1,0,0,0,0,0,0
966,Pee,3.625,0.11083333333333334,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.5863888888888888,0.7886111111111112,18.637777777777778,4.526666666666666,1.1108333333333333,8.1275,43.106944444444444,0.0,16.35,1,0,0,0,0,0,0
967,Drink,3.7777777777777777,0.0725,0.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.6588888888888889,0.8611111111111112,18.710277777777776,4.599166666666667,0.6527777777777778,8.2,43.17944444444444,0.0,16.433333333333334,1,0,0,0,0,0,0
968,Sleep,3.6666666666666665,0.7666666666666667,0.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.4255555555555555,1.6277777777777778,19.476944444444445,3.5775,1.4194444444444445,8.966666666666667,43.94611111111111,0.0,17.2,1,0,0,0,0,0,0
969,Eat,4.0,2.0805555555555557,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.506111111111111,3.7083333333333335,21.5575,5.658055555555555,3.5,6.385555555555555,46.026666666666664,0.0,19.266666666666666,1,0,0,0,0,0,0
970,Exercise,3.5,0.1986111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7047222222222222,3.2291666666666665,21.75611111111111,5.8566666666666665,3.698611111111111,6.5841666666666665,46.22527777777778,0.0,19.466666666666665,1,0,0,0,0,0,0
971,Pee,3.3333333333333335,0.17083333333333334,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.2891666666666666,3.4,21.926944444444445,6.0275,3.8694444444444445,6.755,46.39611111111111,0.0,19.65,1,0,0,0,0,0,0
972,Exercise,2.75,0.22138888888888889,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5105555555555554,0.39222222222222225,22.148333333333333,6.248888888888889,4.090833333333333,6.976388888888889,46.6175,0.0,19.866666666666667,1,0,0,0,0,0,0
973,Drink,2.5,0.3486111111111111,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.859166666666667,0.7408333333333333,22.496944444444445,6.5975,3.7866666666666666,7.325,46.96611111111111,0.0,20.216666666666665,1,0,0,0,0,0,0
974,Drink,2.8,0.08972222222222222,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.948888888888889,0.8305555555555556,22.586666666666666,6.687222222222222,0.08972222222222222,7.414722222222222,47.05583333333333,0.0,20.3,1,0,0,0,0,0,0
975,Drink,3.0,0.028055555555555556,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.9769444444444444,0.8586111111111111,22.614722222222223,6.715277777777778,0.028055555555555556,7.442777777777778,47.083888888888886,0.0,20.333333333333332,1,0,0,0,0,0,0
976,Drink,3.0,0.3163888888888889,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.293333333333333,1.175,22.93111111111111,7.031666666666666,0.3163888888888889,7.759166666666666,47.40027777777778,0.0,20.65,1,0,0,0,0,0,0
977,Poop,3.0,0.02638888888888889,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.3197222222222225,1.2013888888888888,4.867222222222222,7.058055555555556,0.3427777777777778,7.785555555555556,47.42666666666667,0.0,20.666666666666668,1,0,0,0,0,0,0
978,Drink,3.0,0.6958333333333333,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,5.015555555555555,1.8972222222222221,5.563055555555556,7.753888888888889,0.7222222222222222,8.481388888888889,48.1225,0.0,21.366666666666667,1,0,0,0,0,0,0
979,Sleep,3.111111111111111,0.9308333333333333,0.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,5.9463888888888885,2.8280555555555558,6.493888888888889,5.107222222222222,1.6530555555555555,9.412222222222223,49.053333333333335,0.0,22.3,1,0,0,0,0,0,0
980,Pee,3.0,9.026111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.683333333333334,11.461944444444445,15.52,14.133333333333333,10.679166666666667,18.438333333333333,58.07944444444445,0.0,7.333333333333333,0,0,1,0,0,0,0
981,Exercise,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.683333333333334,11.461944444444445,15.52,14.133333333333333,10.679166666666667,18.438333333333333,58.07944444444445,0.0,7.333333333333333,0,0,1,0,0,0,0
982,Poop,3.0,0.03333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.716666666666667,11.495277777777778,10.686111111111112,14.166666666666666,10.7125,18.471666666666668,58.11277777777778,0.0,7.366666666666666,0,0,1,0,0,0,0
983,Eat,3.0,0.6333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12.35,12.12861111111111,11.319444444444445,14.8,11.345833333333333,12.719444444444445,58.74611111111111,0.0,8.0,0,0,1,0,0,0,0
984,Drink,3.0,0.7333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,13.083333333333334,12.861944444444445,12.052777777777777,15.533333333333333,11.356944444444444,13.452777777777778,59.47944444444445,0.0,8.733333333333333,0,0,1,0,0,0,0
985,Exercise,3.0,1.5166666666666666,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,14.6,2.9166666666666665,13.569444444444445,17.05,12.873611111111112,14.969444444444445,60.99611111111111,0.0,10.25,0,0,1,0,0,0,0
986,Drink,3.0,0.1502777777777778,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.750277777777777,3.0669444444444443,13.719722222222222,17.200277777777778,1.6669444444444443,15.119722222222222,61.146388888888886,0.0,10.4,0,0,1,0,0,0,0
987,Pee,3.0,0.18305555555555555,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.25,3.25,13.902777777777779,17.383333333333333,1.85,15.302777777777777,61.32944444444445,0.0,10.583333333333334,0,0,1,0,0,0,0
988,Sleep,3.0,0.6394444444444445,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.8894444444444445,3.8894444444444445,14.542222222222222,12.915555555555555,2.4894444444444446,15.942222222222222,61.96888888888889,0.0,11.216666666666667,0,0,1,0,0,0,0
989,Exercise,3.0,3.993888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.883333333333334,4.966666666666667,18.53611111111111,16.909444444444443,6.483333333333333,19.93611111111111,65.96277777777777,0.0,15.216666666666667,0,0,1,0,0,0,0
990,Eat,3.0,0.059722222222222225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.9430555555555555,5.026388888888889,18.595833333333335,16.969166666666666,6.543055555555555,7.276388888888889,66.0225,0.0,15.266666666666667,0,0,1,0,0,0,0
991,Poop,3.0,0.14055555555555554,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.08361111111111,5.166944444444445,8.050277777777778,17.10972222222222,6.683611111111111,7.416944444444445,66.16305555555556,0.0,15.416666666666666,0,0,1,0,0,0,0
992,Drink,3.3333333333333335,1.081388888888889,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.165,6.248333333333333,9.131666666666666,18.191111111111113,6.098055555555556,8.498333333333333,67.24444444444444,0.0,16.483333333333334,0,0,1,0,0,0,0
993,Drink,3.5,0.16472222222222221,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.329722222222221,6.413055555555555,9.296388888888888,18.355833333333333,0.16472222222222221,8.663055555555555,67.40916666666666,0.0,16.65,0,0,1,0,0,0,0
994,Sleep,3.4,0.8780555555555556,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.207777777777778,7.291111111111111,10.174444444444445,6.318333333333333,1.0427777777777778,9.54111111111111,68.28722222222223,0.0,17.533333333333335,0,0,1,0,0,0,0
995,Pee,3.3333333333333335,1.208888888888889,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.166666666666666,8.5,11.383333333333333,7.527222222222222,2.2516666666666665,10.75,69.4961111111111,0.0,18.75,0,0,1,0,0,0,0
996,Drink,3.0,0.2927777777777778,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.459444444444445,8.792777777777777,11.676111111111112,7.82,2.379722222222222,11.042777777777777,69.78888888888889,0.0,19.033333333333335,0,0,1,0,0,0,0
997,Eat,3.0,0.0022222222222222222,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.461666666666666,8.795,11.678333333333333,7.822222222222222,2.3819444444444446,3.768611111111111,69.7911111111111,0.0,19.033333333333335,0,0,1,0,0,0,0
998,Drink,3.0,0.3458333333333333,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.8075,9.140833333333333,12.024166666666666,8.168055555555556,0.34805555555555556,4.114444444444445,70.13694444444444,0.0,19.383333333333333,0,0,1,0,0,0,0
999,Drink,2.8333333333333335,0.15194444444444444,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.959444444444445,9.292777777777777,12.176111111111112,8.32,0.15194444444444444,4.266388888888889,70.28888888888889,0.0,19.533333333333335,0,0,1,0,0,0,0
1000,Drink,2.857142857142857,0.060833333333333336,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.020277777777778,9.35361111111111,12.236944444444445,8.380833333333333,0.060833333333333336,4.327222222222222,70.34972222222223,0.0,19.6,0,0,1,0,0,0,0
